Company Name,Address,Phone,Business Type
Wonder Overseas,"1/A, D.I.T. Extension Road, Fakirapool, Dhaka- 1000, Bangladesh","+88-02-7191660, 7812149, 01711-145873",Manpower Recruiting Agency
Wonder Plastic Ind.,"House # 529 (4th Floor), Road # 08, Avenue # 05, Mirpur DOHS, Dhaka- 1216, Bangladesh","+880-2-8080781, 8810072","Toy Merchants, Manufacturers and Importers"
WONDERLAND TOYS LTD.,"House # 529 (4th Floor), Road # 08, Avenue # 05, Mirpur DOHS, Dhaka- 1216, Bangladesh","+880-2-8080781, 8810072","Toy Merchants, Manufacturers and Importers"
Womans Dream Beauty Parlour,"137, Lake Circus (Abed Dhali Road), Kolabagan, Dhaka- 1209, Bangladesh",+88-01745-766499,Beauty Parlour
Women's Doll,"137, Lake Circus (Abed Dhali Road), Kolabagan, Dhaka- 1209, Bangladesh",+88-01745-766499,Beauty Parlour
Work Field Fashion Wears,"Shop # 827, Level # 08, Ecs Computer City, Multiplan Centre, 69-71 New Elephant Road, Dhaka- 1205, Bangladesh","+880-2-9613003, 01817-571646",Computer Sales & Distributor
Wood Tech Solution,"Raod: 29/Ka, Plot: 4, Mirpur Rupnagar Abashik Elaka, Dhaka- 1216, Bangladesh","+88-01709-378002, 01774-948559",Wooden [Timber] Door & Window
World Computer Technology,"Shop # 827, Level # 08, Ecs Computer City, Multiplan Centre, 69-71 New Elephant Road, Dhaka- 1205, Bangladesh","+880-2-9613003, 01817-571646",Computer Sales & Distributor
Wood World BD,"Raod: 29/Ka, Plot: 4, Mirpur Rupnagar Abashik Elaka, Dhaka- 1216, Bangladesh","+88-01709-378002, 01774-948559",Wooden [Timber] Door & Window
World Com,"175, Skylark Point, Lift-9, Bijoy Nagar, Dhaka- 1000, Bangladesh",+8801958-612298,Travel Agencies (Air Ticketing & others)
WORLD CONNECT TRAVEL,"175, Skylark Point, Lift-9, Bijoy Nagar, Dhaka- 1000, Bangladesh",+8801958-612298,Travel Agencies (Air Ticketing & others)
World Drape,"East Isdair, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7646430,Knit Wears Manufacturers & Exporters [ Knit Garments ]
World Gym Fitness Center,"Al-Razi Complex(2nd floor), Suite C 202, 166-167, Shaheed Syed Nazrul Islam Sharoni Purana Paltan, Dhaka- 1000, Bangladesh","+88-02-9568489, 01726-328621",Manpower Recruiting Agency
World Fashion,"East Isdair, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7646430,Knit Wears Manufacturers & Exporters [ Knit Garments ]
World Link Airways Ltd,"Al-Razi Complex(2nd floor), Suite C 202, 166-167, Shaheed Syed Nazrul Islam Sharoni Purana Paltan, Dhaka- 1000, Bangladesh","+88-02-9568489, 01726-328621",Manpower Recruiting Agency
World Runner Express Ltd.,"Zeenat Bhaban (3rd floor), 41/1, Kazi Nazrul Islam Avenue, Dhaka- 1215, Bangladesh",+880-2-9112068,Courier Services
WORLD MUSIC,"90 New Elephant Road, 2nd Floor, Dhaka- 1205, Bangladesh","+880-2-9675118, 01713-312197",Computer Sales & Distributor
World Tech,"37/C, Asad Avenue, 4th Floor, Mohammadpur, Dhaka- 1205, Bangladesh","+880-2-8122288, 01915-208835",Computer Sales & Distributor
World Net Computer,"90 New Elephant Road, 2nd Floor, Dhaka- 1205, Bangladesh","+880-2-9675118, 01713-312197",Computer Sales & Distributor
World Overseas,"Zeenat Bhaban (3rd floor), 41/1, Kazi Nazrul Islam Avenue, Dhaka- 1215, Bangladesh",+880-2-9112068,Courier Services
World Runner Express Ltd.,"Zeenat Bhaban (3rd floor), 41/1, Kazi Nazrul Islam Avenue, Dhaka- 1215, Bangladesh",+880-2-9112068,Courier Services
world technovision,"28/ G/ 1toyenbee Circular Road, Gause Pak Bhaban, 2nd Floor, Suite No. 171-172, 177-178, Dhaka- 1000, Bangladesh","+880-2-9513259, 01918-333266",Computer Sales & Distributor
World Touch Computer House,"28/ G/ 1toyenbee Circular Road, Gause Pak Bhaban, 2nd Floor, Suite No. 171-172, 177-178, Dhaka- 1000, Bangladesh","+880-2-9513259, 01918-333266",Computer Sales & Distributor
World Toure And Travels,"BCIC Bhaban (Ground Floor), 30-31, Dilkusha C/A, Dhaka- 1000, Bangladesh","+88-02-9552170, 9561814, 01971-012016",Garments Machinery
World Tours & Travels,"600, Sk Mojib Road, Wali Mansion(1st Floor), Chittagong- 4000, Bangladesh","+88-031-718275, 720121, 2526865, 01819342111, 01712916416",Tour Operators & Promoters
World Trade International,"BCIC Bhaban (Ground Floor), 30-31, Dilkusha C/A, Dhaka- 1000, Bangladesh","+88-02-9552170, 9561814, 01971-012016",Garments Machinery
WORLD VIEW,"600, Sk Mojib Road, Wali Mansion(1st Floor), Chittagong- 4000, Bangladesh","+88-031-718275, 720121, 2526865, 01819342111, 01712916416",Tour Operators & Promoters
World Vision Bangladesh,"House # Kha-7/1, Khilkhet, Beparipara Road, Khilkhet, Dhaka- 1229, Bangladesh","+88-01929-505150, 01613-140000",Computer Sales & Distributor
World Vision It,"House # Kha-7/1, Khilkhet, Beparipara Road, Khilkhet, Dhaka- 1229, Bangladesh","+88-01929-505150, 01613-140000",Computer Sales & Distributor
World Wide Human Resource And Placement Centre,"House # 67, Road # 11/A, Dhanmondi R/A, Dhaka- 1209, Bangladesh","+880-2-9117903, 9129372",Computer Education & Training Centres
World Vision Enterprise,"99, Kazi Nazrul Islam Avenue (13th Floor), Kawran Bazar, Dhaka- 1215, Bangladesh",+88-01733-212901,Logistic Support
WorldEx,"House 22B, Road 7, Block-F, Dhaka- 1213, Bangladesh","+880-2-8813250, 8814624",Aqua Culture
World Wide Web Institute,"House # 67, Road # 11/A, Dhanmondi R/A, Dhaka- 1209, Bangladesh","+880-2-9117903, 9129372",Computer Education & Training Centres
World Vision Logistics,"99, Kazi Nazrul Islam Avenue (13th Floor), Kawran Bazar, Dhaka- 1215, Bangladesh",+88-01733-212901,Logistic Support
WorldFish Bangladesh,"House 22B, Road 7, Block-F, Dhaka- 1213, Bangladesh","+880-2-8813250, 8814624",Aqua Culture
Worldgaon (Pvt) Ltd.,"87, Paltan Tower, Suite#807(8th Floor), Purana Paltan, Dhaka- 1000, Bangladesh","+880-2-9352959, 01952-288212",Machinery & Machine Tools
Worldwide Hanger,"85, New Circular Road, Ayesha Shopping Complex, Room No B-06 (1st floor), Siddeshwary, Dhaka- 1217, Bangladesh","+88-02-9347496, 01820-143768",Consumer Products Manufacturer and Marketers
Worldwide Machineries Ltd.,"87, Paltan Tower, Suite#807(8th Floor), Purana Paltan, Dhaka- 1000, Bangladesh","+880-2-9352959, 01952-288212",Machinery & Machine Tools
Wren Consumer Product,"85, New Circular Road, Ayesha Shopping Complex, Room No B-06 (1st floor), Siddeshwary, Dhaka- 1217, Bangladesh","+88-02-9347496, 01820-143768",Consumer Products Manufacturer and Marketers
Wroldwide Engineers Ltd.,"Plot No# 613(3rd Floor), Road No# 09, Mirpur DOHS, Dhaka- 1216, Bangladesh","+880-2-58070365, 01713-565696, 01713273156",Water Treatment Chemical
WWS Sky Shop (Pvt.) Ltd.,"Meherba Plaza, Flat # 8B (8th floor), 33, Topkhana Road, Dhaka- 1000, Bangladesh","+880-2-9551817, 9551797",Super Shop
WTB,"Plot No# 613(3rd Floor), Road No# 09, Mirpur DOHS, Dhaka- 1216, Bangladesh","+880-2-58070365, 01713-565696, 01713273156",Water Treatment Chemical
WWW Computer,"8/B, Shop #33 (1st floor) Kalwala Para, Main Road, Mirpur-1, Dhaka- 1216, Bangladesh",+88-01714-038789,Cyber Cafe
V I P Shopping Center,"111, New Elephant Road, Dhaka- 1205, Bangladesh",+88-01715-160885,Shopping Center / Shopping Mall
V-Tex Limited,"16, Naya Paltan (1st floor), Dhaka- 1000, Bangladesh","+880-2-8313734, 8319215",Garments Accessories Supplier
V-Best,"Level 6, Block B, Shop 22, Bashundhara City, Panthopath, Dhaka- 1215, Bangladesh","+88-01713-299777, 01978-299777",Mobile Telephone Set Dealers & Sellers
V - Knitwear & Composite Ltd.,"Sharif Mansion (7th floor), 56/57, Motijheel C/A, Dhaka- 1000, Bangladesh","+88-01190-221212, 01761-083892, 01711-567360, 01711-863351",Knit Wears Manufacturers & Exporters [ Knit Garments ]
V-Teac Fashion (Pvt) Ltd,"Shop No: 500C (3rd Floor) Motalib Plaza, Dhaka- 1205, Bangladesh","+88-01732-486520, 01969-445944",Mobile Phone Repair Shop
VAI VAI TELECOM,"Shop No: 500C (3rd Floor) Motalib Plaza, Dhaka- 1205, Bangladesh","+88-01732-486520, 01969-445944",Mobile Phone Repair Shop
Vaajon apparels ltd.,"81, Barabogh, Mirpur, Section # 2, Dhaka- 1216, Bangladesh","+880-2-8010806, 8013739",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Valley Power Solutions Ltd.,"Plot-31, Road-03, Nikunja, Dhaka- 1212, Bangladesh","+880-2-8616771, 01711-527980",Computer Sales & Distributor
Vaajon Textiles,"81, Barabogh, Mirpur, Section # 2, Dhaka- 1216, Bangladesh","+880-2-8010806, 8013739",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Varosha Agro Chemicals Ltd.,"House # 54, Road # 2, Sector-3 Uttara C/A, Dhaka- 1230, Bangladesh","+88-02-7913793, 7913794, 01713-019336",Starch and Derivatives Manufacturers & Traders
Valantine International,"Skylark Point (4th Floor), 24/A, Bijoy Nagar (Beside of Hotel -71), Dhaka- 1000, Bangladesh",+88-01321 222092,Tax Consultant & VAT Consultant
Valuka Travels & Tours,"""Nurjehan Tower"" (6th Fl.) Suite # G1, 80/22, Mymensingh Road, Dhaka- 1000, Bangladesh",+880-2-9614978-9,Laser Medical Equipment / Systems / Devices / Products
VAT Professionals Forum,"Skylark Point (4th Floor), 24/A, Bijoy Nagar (Beside of Hotel -71), Dhaka- 1000, Bangladesh",+88-01321 222092,Tax Consultant & VAT Consultant
Vastech Limited,"""Nurjehan Tower"" (6th Fl.) Suite # G1, 80/22, Mymensingh Road, Dhaka- 1000, Bangladesh",+880-2-9614978-9,Laser Medical Equipment / Systems / Devices / Products
VARITY JUTE TRADING CO.,"09-06, 61, Bijoy Nagar, Dhaka-1000, 61 Bijoy Nagar Road, Dhaka- 1000, Bangladesh",+88-01955-800477,Tax Consultant & VAT Consultant
"VAT, Tax & Company affairs Bangladesh","09-06, 61, Bijoy Nagar, Dhaka-1000, 61 Bijoy Nagar Road, Dhaka- 1000, Bangladesh",+88-01955-800477,Tax Consultant & VAT Consultant
VATCONS BD,"House# 191, Road#1, 3rd floor (B3) Mohakhali DOHS, Dhaka- 1206, Bangladesh",+88-01316-803428,Undefined
VB Tech Ltd.,"House# 191, Road#1, 3rd floor (B3) Mohakhali DOHS, Dhaka- 1206, Bangladesh",+88-01316-803428,Undefined
Vega Technology,"14, Rajuk Avenue (3rd Floor), Motijheel C/A, Rubel Mansion, Dhaka- 1000, Bangladesh","+88-02-9513118, 7110947, 01710-183433",Manpower Recruiting Agency
Vely Trade International,"14, Rajuk Avenue (3rd Floor), Motijheel C/A, Rubel Mansion, Dhaka- 1000, Bangladesh","+88-02-9513118, 7110947, 01710-183433",Manpower Recruiting Agency
Veetex Fabrics Ltd.,"Multiplan Centre, Level # 8, Shop # 834, 69-71 New Elephant Road, Dhaka- 1205, Bangladesh",+88-01732453376,Computer Sales & Distributor
Vega Technology.,"Multiplan Centre, Level # 8, Shop # 834, 69-71 New Elephant Road, Dhaka- 1205, Bangladesh",+88-01732453376,Computer Sales & Distributor
Veni Vidi Vici,"House # 255, Road # 10/A (New), West Dhanmondi, Dhaka- 1209, Bangladesh","+880-2-9114957, 8120831",Gift & Novelties
Venous Fountain & Gift Exhibition,"House # 255, Road # 10/A (New), West Dhanmondi, Dhaka- 1209, Bangladesh","+880-2-9114957, 8120831",Gift & Novelties
Venetoo Ceramics,"62/2, Purana Paltan, 1st Floor, Dhaka- 1000, Bangladesh","+88-02-9515217, 9515218, 01910-706205",Travel Agencies (Air Ticketing & others)
Ventura Real Estate,"Sabbir Tower, 3/4-A, Purana Paltan, Level-4, Room-602, Dhaka- 1000, Bangladesh",+88-01677-181568,Consulting Firms & Consultants
Venice Travels & Tours,"62/2, Purana Paltan, 1st Floor, Dhaka- 1000, Bangladesh","+88-02-9515217, 9515218, 01910-706205",Travel Agencies (Air Ticketing & others)
Venture Group,"6/14, B# A, Lalmatia, Dhaka- 1207, Bangladesh","+880-2-9114957, 8120831",Exhibition Organizer
Venture Consulting Firm,"Sabbir Tower, 3/4-A, Purana Paltan, Level-4, Room-602, Dhaka- 1000, Bangladesh",+88-01677-181568,Consulting Firms & Consultants
Venus Fountain & Gift Exhibition,"6/14, B# A, Lalmatia, Dhaka- 1207, Bangladesh","+880-2-9114957, 8120831",Exhibition Organizer
Venus International,"33/B, Baitul Mukarram (1st Floor), Dhaka- 1000, Bangladesh","+88-02-9565100, 01711-530687",Jewelry (Gold / Diamond)
Venus Lakeview Landmark Ltd.,"Shimul Vila, Horihor Para, Enyetnagar, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7601696,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Venus Jewellers Ltd.,"33/B, Baitul Mukarram (1st Floor), Dhaka- 1000, Bangladesh","+88-02-9565100, 01711-530687",Jewelry (Gold / Diamond)
Venus Sweater Ltd.,"Shimul Vila, Horihor Para, Enyetnagar, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-7601696,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Venus Toiletries,"Dewanbari, North Kashipur, Narayanganj- 1400, Bangladesh",+88-1624-814044,Garments Buyers / Buying House
Verge Vision Limited,"Apon Heights, Level-13A, Road # 03, Dhaka- 1207, Bangladesh","+88-01705-402222, 01705-402200, 01705-402201",Engineering Construction Civil
Verdon Apparels Ltd.,"Dewanbari, North Kashipur, Narayanganj- 1400, Bangladesh",+88-1624-814044,Garments Buyers / Buying House
VERITAS Engineering & Consultant,"Apon Heights, Level-13A, Road # 03, Dhaka- 1207, Bangladesh","+88-01705-402222, 01705-402200, 01705-402201",Engineering Construction Civil
Verizon Trading Corporation,"Mahtab Center, Suite 09, Level 07, 177 Shahid Sued Nazrul Islam Sarani (Bijoynagar), Dhaka- 1000, Bangladesh","+88-02-8361520, 8331509",Undefined
Vertex,"Mahtab Center, Suite 09, Level 07, 177 Shahid Sued Nazrul Islam Sarani (Bijoynagar), Dhaka- 1000, Bangladesh","+88-02-8361520, 8331509",Undefined
VERITAS Engineering & Consultant,"Khan Mansion (Ground Floor), 107 Motijheel C/A, Dhaka- 1000, Bangladesh","+88-02-9567155, 9561454, 01713-194826",Travel Agencies (Air Ticketing & others)
Versatile Travels & Tours Ltd.,"Khan Mansion (Ground Floor), 107 Motijheel C/A, Dhaka- 1000, Bangladesh","+88-02-9567155, 9561454, 01713-194826",Travel Agencies (Air Ticketing & others)
Vertex Group,"Kader Tropical Height (F-22, 1st Floor) 10, Hatkhola Road, Dhaka- 1203, Bangladesh",+88-01921-664927,Scientific Equipment / Instruments / Products
Vertex Accessories International,"Unique Trade Centre, Level-11 8, Panth Path, Suite-6 Kawranbazar, Dhaka- 1215, Bangladesh","+88-02-9140570, 01711-524287",Jute Goods Exporters
Vertex Scientific,"Kader Tropical Height (F-22, 1st Floor) 10, Hatkhola Road, Dhaka- 1203, Bangladesh",+88-01921-664927,Scientific Equipment / Instruments / Products
Vertex International Ltd.,"Unique Trade Centre, Level-11 8, Panth Path, Suite-6 Kawranbazar, Dhaka- 1215, Bangladesh","+88-02-9140570, 01711-524287",Jute Goods Exporters
Vertex Software (BD) Ltd.,"Kringlan 7, 103, Reykjavik, ICELAND",(354) 5886666,International Chamber of Commerce
Verzlunarrad Islands(Island Chamber Of Commerce),"Kringlan 7, 103, Reykjavik, ICELAND",(354) 5886666,International Chamber of Commerce
Vias Business Link,"9th Floor, Imperial Amin Ahmed Centre, Plot # 54, Road # 10/A, Satmasjid Road, Dhanmondi, Dhaka- 1208, Bangladesh",+88-01976-676608,Slimming Centres
Vibes (DHANMONDI),"9th Floor, Imperial Amin Ahmed Centre, Plot # 54, Road # 10/A, Satmasjid Road, Dhanmondi, Dhaka- 1208, Bangladesh",+88-01976-676608,Slimming Centres
Vertex Scientific Co.,"68-69 Concept Tower, 3rd Floor Room-337, Green Road, Dhaka- 1205, Bangladesh",+88-01915-886655,Undefined
Vertigo & Balance,"68-69 Concept Tower, 3rd Floor Room-337, Green Road, Dhaka- 1205, Bangladesh",+88-01915-886655,Undefined
Vibes (GULSHAN),"Pink City-(Level 5) House 15, Road No.-103, Room No.-5-6, Gulshan 2, Dhaka- 1212, Bangladesh",+88-01976-676608,Slimming Centres
Vibgyor Fashion Ltd,"House-20 (1st Floor), Road-11, Sector-01, Uttara, Dhaka- 1230, Bangladesh",+880-2-8915618,"Exporter, Importer & Indentor (Multi Products)"
Vibes (UTTARA),"Pink City-(Level 5) House 15, Road No.-103, Room No.-5-6, Gulshan 2, Dhaka- 1212, Bangladesh",+88-01976-676608,Slimming Centres
Vicar International,"House-20 (1st Floor), Road-11, Sector-01, Uttara, Dhaka- 1230, Bangladesh",+880-2-8915618,"Exporter, Importer & Indentor (Multi Products)"
Vibgyor Knit Composite Ltd,"Chittagong, Bangladesh",+88-713293,Police Station
Vice-director,"Chittagong, Bangladesh",+88-713293,Police Station
Vicon Industries,"House # 60, Road # 01, Block-A Niketon, Gulshan, Dhaka- 1212, Bangladesh",+88-01732-066420,"Automobile [ Bus, Truck, Jeep, Car ] Assembler / Manufacturers"
Victor Air Travels,"71, Amtoli, Mohakhali, Dhaka- 1212, Bangladesh","+880-2-9895538, 01711-530868",Glass Shops
Vicon Industries,"House # 60, Road # 01, Block-A Niketon, Gulshan, Dhaka- 1212, Bangladesh",+88-01732-066420,"Automobile [ Bus, Truck, Jeep, Car ] Assembler / Manufacturers"
Victoria Glass House,"71, Amtoli, Mohakhali, Dhaka- 1212, Bangladesh","+880-2-9895538, 01711-530868",Glass Shops
Victoria University Of Bangladesh,"58/11/A, Panthapath, Dhaka- 1205, Bangladesh",+88-01819-203691-2,Education Consultant / Representative & Foreign Education Centers
Victoria Glass House,"58/11/A, Panthapath, Dhaka- 1215, Bangladesh",+88-01819203691-2,University
Victoria University Of Bangladesh,"58/11/A, Panthapath, Dhaka- 1215, Bangladesh",+88-01819203691-2,University
Victoria University Of Bangladesh,"Rahman Mansion (3rd Floor) 376 D.T. Road, Kadamtali, Chittagong- 4100, Bangladesh",+880-31-726750,"Garments Manufacturers & Exporters [ Men, Women & Kids ]"
Victory Dresses Ltd,"Rahman Mansion (3rd Floor) 376 D.T. Road, Kadamtali, Chittagong- 4100, Bangladesh",+880-31-726750,"Garments Manufacturers & Exporters [ Men, Women & Kids ]"
Victory Electronics,"Manikgonj House (3rd Floor) 216, Shaheed Syed Nazrul Islam Sarani (Old) 43, Topkhana Road, Dhaka- 1000, Bangladesh","+88-02-9569634, 01713-012705",Electronic Goods Repairing & Servicing
Victory Printex,"71, Motijheel C/A, Ground Floor, Dhaka- 1000, Bangladesh","+88-02-9556129, 9561471, 01713-001482",Travel Agencies (Air Ticketing & others)
Victory Knitting (Pvt) Ltd,"167/12, Motijheel Circular Road, Hotel Eden Building (Opposite Notre Dame College), Dhaka- 1000, Bangladesh","+880-2-7101963, 7101893, 7517751",Garments Accessories Manufacturer
Victory Travels Limited,"71, Motijheel C/A, Ground Floor, Dhaka- 1000, Bangladesh","+88-02-9556129, 9561471, 01713-001482",Travel Agencies (Air Ticketing & others)
Victory Trading International,"Shop # 22 (3rd Floor), 218 Sahera Tropical Center (Bata Signal), Dhaka- 1205, Bangladesh","+88-01644-773348, 0189-8913376","Computer Products, Accessories, Parts & Services"
Victory Packages,"167/12, Motijheel Circular Road, Hotel Eden Building (Opposite Notre Dame College), Dhaka- 1000, Bangladesh","+880-2-7101963, 7101893, 7517751",Garments Accessories Manufacturer
VIEW TECHNOLOGY,"Shop # 22 (3rd Floor), 218 Sahera Tropical Center (Bata Signal), Dhaka- 1205, Bangladesh","+88-01644-773348, 0189-8913376","Computer Products, Accessories, Parts & Services"
Viking Knit Composite Limited,"Plot No # A-97. 98 (Part), Bscic I/A, Gazipur- 1700, Bangladesh",+880-2-8827009,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Vikrampur Mistanna Bhander,"City Super Market (1st Floor), 95 New Elephant Road, Dhaka- 1205, Bangladesh","+880-2-9668513, 01711-845921",Computer Sales & Distributor
Vintage Attires Ltd.,"Asha Cinema Complex, 2 s. M. MALEH Road, Tanbazar, Narayanganj- 1400, Bangladesh","+880-2-7631018, 01917350966",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Village Distributions Ltd.,"City Super Market (1st Floor), 95 New Elephant Road, Dhaka- 1205, Bangladesh","+880-2-9668513, 01711-845921",Computer Sales & Distributor
Village Technologies Limited.,"218, Shahara Tropical Center (4th floor), Dhaka- 1205, Bangladesh","+88-01779-294444, 01984-555879",Jewelry (Gold / Diamond)
Vinnorokom Shop,"218, Shahara Tropical Center (4th floor), Dhaka- 1205, Bangladesh","+88-01779-294444, 01984-555879",Jewelry (Gold / Diamond)
VIP DRUG HOUSE,"A, 1 Samsung Smartphone Cafe New Baily Road, Dhaka- 1000, Bangladesh",+88-02-58310500,College
